Respondent_ID,SAMPLE,AB,Q6Rand,SYSTEM:IP Address,T1.,S1.,S2.,S3.,S3.REGION,GENDER/REGION,S4.,S5.,S6.,S7.,S8.,S5-S6.,S9_1,S9_2,S9_3,S9_4,S9_5,S9_6,S9_7,S9_10,S10.,S11.,S12_1,S12_2,S12_3,S12_4,S12_5,S12_6,S12_7,S12_8,S12_9,S12_10,S12_11,S12_12,S12_13,S13_1,S13_2,S13_3,S13_4,S13_5,S13_6,S13_7,S13_8,S13_9,S13_10,S13_11,S13_12,S13_13,S13_14,S13_15,S14.,S15.:0-4,S15.:5-7,S15.:8-10,S15.:11-13,S15.:14-18,S15.:None,S16.:0-4,S16.:5-7,S16.:8-10,S16.:11-13,S16.:14-18,S16.:None,Q1.,Q2_1,Q2_2,Q2_3,Q2_4,FAN,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q4_1,Q4_2,Q4_3,Q4_4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q5_13,Q5_14,Q5_15,Q5_16,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q7.,Q8.,Q9.,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12
1715,2,1,2,98.125.80.52,1,1,1,27,4,7,57,1,2,2,1,1,,,,,,,,8,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,4,2,3,1,1,3,2,2,1,6,2,6,6,5,6,1,3,3,3,,,,,,6,,8,,,,,,14,,,,,,,,,,8,,,,,,,,,2,3,6,3,2,6,2,6,5,6,6,6,2,6,6
1716,2,2,2,67.22.202.144,1,1,1,16,2,3,42,1,2,3,1,1,,,,,,,,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,3,2,4,2,2,3,2,3,2,4,2,2,4,4,4,6,2,1,1,2,,,,4,,,,,,,,,13,,15,,,,3,,5,6,,,,,,12,,,15,,3,2,5,5,4,4,4,2,4,3,6,2,2,3,3
1717,2,1,2,172.56.11.241,1,1,1,33,1,1,35,1,2,5,1,1,,,,,,,7,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,2,1,1,1,1,2,3,1,1,1,1,2,4,2,3,1,1,2,1,1,,,4,,,,8,,10,,12,,14,,,,2,3,,,6,7,8,9,10,11,12,,14,,,1,1,10,5,2,4,4,1,2,3,2,3,3,4,2
1718,1,2,3,70.194.19.2,1,1,1,23,2,3,27,1,2,5,1,1,,,,,,,,8,6,5,,,3,,,6,7,,,10,11,12,,,,3,,,,,,,,11,12,13,14,,2,,,,,,,,,,,,,2,1,3,1,3,1,1,2,1,1,1,2,2,1,3,1,2,1,2,1,1,1,2,,4,,6,,,,10,,12,,14,15,,1,2,3,4,5,6,7,8,9,10,11,12,,14,,,3,2,7,4,3,3,2,1,3,2,1,3,6,6,3
1720,1,2,2,72.2.171.105,1,1,1,17,2,3,43,1,2,5,1,1,,,,,,,7,,5,3,,2,3,,,6,7,,9,,,,,,2,3,4,,,,,,,,,,,,1,,,,,5,,,,,,,6,2,1,2,2,1,1,2,2,4,3,3,2,6,2,3,1,2,2,2,3,1,,,,4,,,,,,,,,,,,,,,,4,,,,,,,,,13,,,,1,3,7,5,5,4,5,3,3,3,2,3,2,2,4
1721,2,2,1,98.250.221.153,1,1,1,23,2,3,62,1,2,4,7,1,,,,,,,,8,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,1,2,2,1,1,2,2,2,2,2,2,6,2,6,2,2,2,3,3,,,,4,,,,,,,,,,14,,,,,,,,,,,,10,,,,,,,3,2,7,5,5,5,5,2,2,2,4,2,2,5,5
1726,1,2,1,66.176.127.144,1,1,1,10,3,5,51,1,2,6,1,1,,,,,,,,8,5,4,,2,,,,,7,,,,,12,,,2,3,,,,,,,,11,,,,,2,,,,,,,,,,,,,1,1,4,3,1,1,1,2,3,2,2,3,1,3,3,6,6,1,2,1,3,1,,,,,,,,,,,,,14,,,,,3,,,,,8,,,,12,,14,,,3,3,8,6,3,3,3,2,4,3,1,1,2,6,4
1727,2,1,3,172.58.173.15,1,1,1,10,3,5,41,1,2,3,1,1,,,,,,,,8,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,6,2,1,1,2,3,1,1,1,2,2,1,1,1,3,2,5,2,1,1,1,2,,,3,,,6,,,9,10,11,12,,14,,,,,,,,,,,,,,,13,,,,1,1,10,1,1,3,2,1,1,3,2,1,1,1,2
1728,2,1,1,96.42.129.110,1,2,1,23,2,4,69,1,2,3,7,1,,,,,,,,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,2,4,4,2,2,2,3,3,3,2,2,2,2,6,6,6,3,3,3,3,,,,4,,6,,,,10,,12,,,,,,,,4,,6,,,,10,11,,,,,,3,3,6,4,3,4,4,2,6,3,2,6,5,5,6
1729,2,2,1,73.51.169.158,1,2,1,14,2,4,59,1,2,3,2,1,,,,,,,,8,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,1,2,2,1,2,1,2,2,1,2,2,6,2,6,2,1,1,1,3,,,,,,6,,,,10,,,,14,,,,,,,,6,,,,10,,,,14,,,1,3,8,4,4,4,4,2,4,2,3,3,3,4,5
1734,1,1,1,67.86.208.212,1,1,1,33,1,1,68,1,2,6,7,1,,,,,,,,8,4,5,,2,3,,,,,,,,,,,1,,,,,,,,,10,,12,,,,2,,,,,,,,,,,,,2,2,1,2,3,2,2,1,3,2,2,1,2,2,2,1,1,1,1,1,2,,,,4,,,,,,10,,,13,14,,,,,,4,,,,,9,10,,12,,14,,,3,3,7,4,4,4,3,2,2,2,2,2,2,2,3
1735,1,2,2,107.77.221.142,1,1,1,44,3,5,33,1,2,5,1,1,,,,,,,,8,4,2,,2,,,,6,,,,,,,,,,,,,,,,,,11,,13,,,1,1,,,,,,,,,,,6,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,3,2,1,1,1,2,,2,3,4,,6,7,8,,10,,12,,14,15,,,2,,,,6,7,8,,10,11,12,,14,,,1,1,10,3,2,1,3,1,2,2,2,1,1,1,2
1742,2,2,3,108.77.170.42,1,1,1,10,3,5,78,1,2,3,7,1,,,,,,,,8,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,3,3,2,1,1,2,1,2,2,2,6,6,2,6,2,3,3,3,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,16,2,2,8,5,3,5,3,2,6,2,3,1,1,1,5
1744,2,2,1,67.110.215.45,1,1,1,48,4,7,49,1,2,3,4,1,,,,,,,,8,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,6,,,,4,,,2,1,4,2,4,1,2,6,2,1,2,6,6,6,6,6,6,1,3,3,3,,,,,,,,8,,,,12,,,,,,,,,,,7,,,,,,,,,,1,3,8,6,6,6,2,2,6,3,2,2,1,2,2
1748,2,2,2,45.59.252.133,1,1,1,5,4,7,48,1,2,3,1,1,,,,,,,,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,6,,,,,5,,1,1,2,1,1,1,1,2,1,1,1,2,2,1,4,1,2,1,2,1,1,1,2,3,,,6,,8,,10,,12,,14,15,,,,,,,,,,,,11,,13,,,,1,1,10,1,2,2,3,1,2,2,1,1,1,1,3
1749,1,1,2,68.193.127.253,1,1,1,31,1,1,35,1,2,5,1,1,,,,,,,,8,6,7,1,2,,4,,6,,,9,10,,,,,,3,,,,,,,,11,12,,14,,1,,,3,,,,,2,,,,,2,2,1,2,1,2,2,1,4,2,3,1,1,3,4,6,6,2,1,1,3,,,,4,,,,,,,,,,,,,,2,3,4,,6,,8,9,10,11,12,,14,,,1,2,2,4,5,5,5,4,6,4,4,6,6,6,5
1751,2,1,3,173.21.199.48,1,1,1,14,2,3,40,1,2,3,1,1,,,,,,,,8,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,,,6,1,1,1,1,1,1,1,1,3,2,2,1,6,6,2,6,2,2,1,3,3,,,,4,,,,,,10,,,,14,,,,,,,,,,,,10,,,,,,,3,2,6,5,5,5,5,3,2,3,3,5,3,5,5
1753,2,1,2,65.191.29.107,1,1,2,34,3,5,50,1,2,3,2,1,,,,,,,,8,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,3,1,4,1,4,1,2,4,3,2,2,4,4,4,4,4,4,2,2,2,2,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,16,3,3,5,6,6,6,6,5,5,5,2,6,1,2,6
1755,2,2,1,73.74.114.206,1,1,1,14,2,3,61,1,2,3,2,1,,,,,,,,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,1,4,1,1,1,1,4,3,1,1,4,4,4,4,4,3,3,3,2,,,,4,,6,,8,,,11,,,,15,,,,,4,,,,,,,,,,,,,3,3,10,3,2,2,3,3,3,4,3,3,3,3,4
1757,1,2,2,173.168.52.203,1,1,1,10,3,5,48,1,2,6,7,1,,,,,,,,8,4,5,1,,,,,,7,,,,,,,1,,,,,,,,9,,,,,,,2,,,,,,,,,,,,,1,3,3,4,1,2,3,2,3,4,3,2,2,3,4,3,2,2,1,1,2,,,,4,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,2,2,3,5,3,4,5,3,4,4,3,3,3,3,4
1759,1,2,3,208.124.70.139,1,1,1,14,2,3,50,1,2,6,1,1,,,,,,,,8,7,6,1,2,3,4,,6,,8,,,,,,,,,,,6,,,9,,,12,,,,2,,,,,,,,,,,,,2,1,1,1,1,1,2,1,3,2,2,1,2,3,2,6,2,1,1,1,3,,,,4,,,,8,,10,,,,14,,,,,,,,,,,,,,,,,,16,2,3,6,3,3,3,3,2,2,1,2,2,1,1,3
1761,1,1,1,173.16.251.198,1,1,1,16,2,3,39,1,2,5,1,1,,,,,,,7,,4,6,,2,3,,,,,,,,,,,,2,3,,,,,,,,,,,,,1,,,,,,6,,,,,5,,2,4,4,1,1,3,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,3,0,5,5,5,6,6,6,6,5,6,6,6,5
1762,1,2,1,98.193.74.88,1,1,1,14,2,3,49,1,2,5,3,1,,,,,,,,8,4,3,1,2,,,,,7,,,,,,,1,,,,,,,,,,11,12,,,,1,,,,,,6,,,,,5,,1,1,2,1,2,1,1,1,2,1,1,1,1,2,3,6,6,1,1,1,3,,,,4,,6,,8,,10,11,12,,14,,,,,,4,,,,8,9,10,11,12,,14,,,2,3,9,3,2,2,2,1,6,2,6,2,2,2,6
1769,1,1,3,172.220.144.48,1,1,1,34,3,5,37,1,2,5,1,1,,,,,,,7,,5,7,1,2,,,,6,7,,,,,,,1,,3,,,,,8,,10,11,,13,14,,2,,,,,,,,,,,,,2,3,3,1,1,2,3,3,6,3,3,3,3,3,6,6,6,3,3,3,3,,,,4,,,,,,,,,,,15,,,,,4,,,,,,,,,,,,,1,3,1,6,6,6,6,6,6,6,6,6,6,6,6
1770,2,2,3,73.137.49.174,1,1,1,11,3,5,76,2,2,4,7,2,,,,,,,,8,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,2,1,1,3,1,1,2,3,4,5,6,7,8,9,10,11,12,,14,,,1,2,,4,5,6,,8,9,10,11,12,,14,,,1,1,10,2,1,2,2,1,1,1,6,1,1,1,2
1775,2,1,2,68.11.168.210,1,1,1,19,3,5,62,1,2,3,4,1,,,,,,,,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,3,3,2,1,1,1,2,1,1,2,2,2,2,2,2,1,1,3,3,1,2,,4,,6,,8,,,,12,,14,,,,2,,4,,6,,,,,,,,14,,,1,1,8,3,2,1,4,1,3,4,3,1,1,1,5
1776,1,2,3,71.28.253.136,1,1,1,11,3,5,34,2,2,6,3,2,,,,,,,,8,5,6,1,2,3,4,5,6,7,8,9,10,11,12,,1,,3,,,6,7,,9,10,11,12,,14,,1,1,,,,,,,2,,,,,2,1,4,1,1,1,2,4,4,2,3,6,2,6,4,6,6,2,3,3,2,,,,,,,,,,,,,,,15,,,,,4,,,,,,,,,,14,,,3,3,8,5,5,5,5,3,5,5,5,3,1,3,5
1778,1,1,3,98.228.154.96,1,1,1,14,2,3,38,1,2,6,1,1,,,,,,,,8,4,6,,,,,,6,,,,,11,12,,,,3,,,,,,,10,11,12,,14,,2,,,,,,,,,,,,,2,2,1,1,3,2,2,1,3,3,2,1,2,1,3,1,1,2,1,2,1,,,,4,,,,,,,,,,,,,,,,4,,,,8,,10,11,12,,,,,3,2,6,5,5,4,4,3,3,2,4,6,2,4,5
1780,1,2,2,173.88.198.117,1,1,1,36,2,3,50,1,2,5,1,1,,,,,,,,8,5,4,,2,3,4,,6,,,,10,11,12,,,,,,,,,,,,11,,,14,,2,,,,,,,,,,,,,1,1,1,3,1,1,1,1,1,1,1,1,6,4,3,6,1,1,1,3,2,1,,3,,,6,7,8,,10,,12,,14,,,1,2,3,,,6,7,8,9,10,,12,,14,,,3,3,8,1,1,1,1,1,1,3,2,6,6,1,1
1782,1,2,1,173.90.98.185,1,1,1,36,2,3,39,1,2,5,1,1,,,,,,,,8,4,4,1,2,,,,6,7,,,,,,,1,2,3,,,,,,,,11,12,,14,,1,,,,,,6,,,3,4,,,2,1,1,2,1,1,2,1,3,3,3,2,6,2,4,6,5,2,1,3,3,,,,4,,,,,,,,,,14,,,,,,,,,,,,,,,,,,16,1,1,8,5,4,5,5,2,3,4,3,3,4,4,5
1785,1,2,3,24.209.83.197,1,1,1,36,2,3,54,1,2,6,1,1,,,,,,,,8,5,2,,2,,,,6,7,,,,11,,,,,,,,,,,9,,11,12,,,,2,,,,,,,,,,,,,1,4,4,1,2,3,4,2,6,3,5,6,3,4,5,5,5,2,3,3,3,,,,4,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,3,3,0,5,6,6,5,6,6,6,5,6,5,5,6
1791,2,1,1,98.199.11.186,1,1,1,44,3,5,51,1,2,3,4,1,,,,,,,,8,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,1,3,3,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,,2,3,,,6,,8,,10,11,12,,14,,,1,2,,,,6,,8,,,,,,14,15,,1,1,9,1,1,1,1,1,1,1,1,1,2,3,2
1792,2,1,1,141.126.56.78,1,2,2,43,3,6,54,1,2,3,5,1,,,,,,,,8,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,4,1,3,1,3,3,3,3,2,2,2,3,2,2,2,1,1,1,1,,,,4,,,,,,,,,,,15,,,2,3,,,,,,9,,11,,,,,,3,2,5,5,4,5,3,1,5,3,4,3,5,5,2
1825,1,1,3,107.77.207.227,1,1,1,26,2,3,35,1,2,6,1,1,,,,,,,,8,5,7,,2,3,4,5,6,7,8,,,11,12,,1,2,3,4,,6,7,8,,10,11,12,13,14,,1,,2,,,,,1,,,,,,2,4,1,2,1,3,2,1,4,3,4,2,2,6,4,6,3,2,2,1,3,,,,4,,,,,,,,,,,,,,,,4,,,,,,10,,12,,14,,,2,2,0,5,5,5,5,5,6,3,5,5,5,6,6
1828,1,2,2,104.229.30.224,1,1,1,33,1,1,36,1,2,6,1,1,,,,,,,,8,4,7,,2,,,,6,,8,,,,,,1,2,3,,,,,,,,,,,14,,2,,,,,,,,,,,,,2,2,1,1,1,2,3,1,4,4,3,1,2,2,3,6,1,2,1,3,3,,,,4,,,,,,10,,,,,,,,2,3,4,,6,7,8,9,10,11,12,,14,,,1,2,2,4,5,5,5,2,4,4,6,2,1,1,5
1829,2,1,3,75.60.127.196,1,1,1,44,3,5,61,1,2,3,1,1,,,,,,,,8,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,2,2,3,2,2,2,2,6,2,2,6,2,6,6,6,2,1,3,2,,,,4,,6,,,,10,,,13,14,,,,,,4,,,,,,10,,,,14,,,3,2,7,4,6,3,4,1,2,2,6,6,3,4,6
1832,1,1,1,69.49.135.24,1,1,1,20,1,1,52,1,2,5,1,1,,,,,,,,8,4,3,1,2,,,,,7,,,,11,12,,,,,4,,,7,,,,,12,,,,1,,,,,,6,,,,,5,,1,1,2,3,1,1,1,1,2,3,2,2,1,3,4,3,2,2,1,1,2,,,,4,,,,8,,,11,,,14,15,,1,,,,,,7,8,9,10,11,,,14,,,2,2,7,5,3,2,5,4,3,4,2,3,1,1,3
1845,1,1,2,75.65.34.253,1,1,1,25,3,5,54,1,2,6,1,1,,,,,,,,8,5,6,1,2,3,4,5,6,7,,9,10,11,,,1,,3,4,,6,,8,,10,11,12,13,14,,2,,,,,,,,,,,,,2,3,2,3,1,2,2,2,2,2,2,2,2,1,3,2,2,2,1,1,1,,,,4,,,,,,,,,13,14,15,,,,,4,,6,,,,10,11,,13,,15,,2,2,5,4,4,4,3,3,4,3,4,2,3,4,5
1852,1,2,2,108.18.231.6,1,2,1,21,3,6,35,6,2,6,1,6,,,,,,,,8,5,7,,,,,,,7,,,,11,,,1,2,,,,,,,,,,12,13,14,,1,1,,,,,,,,,,,6,2,4,3,3,3,3,4,1,4,3,4,2,2,3,4,5,2,2,3,3,3,,,,4,,,,,,,,,13,,,,,2,,,,6,,8,9,10,11,,,,,,1,2,0,5,5,5,4,6,6,5,5,6,4,5,5
1854,1,2,2,72.49.192.113,1,1,1,36,2,3,29,2,2,5,1,2,,,,,,,,8,4,6,,2,3,,,6,,,,10,,,,1,,,,,,7,,,,,12,13,14,,2,,,,,,,,,,,,,2,1,1,1,3,1,1,1,2,6,2,1,1,1,6,6,2,2,2,3,3,1,2,,4,,6,,8,,,,12,,14,15,,1,,,4,,6,,,,10,,12,,14,,,1,1,9,1,3,3,2,1,3,2,1,2,1,1,5
1862,1,2,1,107.77.203.4,1,1,1,47,3,5,34,1,2,5,3,1,,,,,,,,8,8,1,,,,,,,,,,10,,12,,1,,,,,,,,9,,11,,,,,1,1,,,,,,1,,,,,,1,2,3,2,1,2,1,1,2,2,1,2,1,4,4,4,2,1,1,1,2,,,,4,,,,,,,,,,14,15,,,2,3,,,6,,8,9,10,,12,,14,,,2,2,0,5,5,3,5,1,5,1,3,2,5,5,3
1867,1,2,2,64.94.31.206,1,1,1,22,1,1,47,1,2,6,1,1,,,,,,,,8,6,1,1,2,3,,5,6,7,8,9,10,,,,1,,,4,,,,,,,11,12,,,,2,,,,,,,,,,,,,1,1,1,2,1,1,1,1,4,1,1,1,1,1,3,1,1,2,1,1,1,,,,4,,,,,,10,,,13,14,,,,2,,,,6,,,,10,,12,,14,,,3,3,9,3,5,5,3,1,4,1,1,1,1,1,5
1868,3,2,3,108.197.206.101,1,2,1,37,3,6,18,1,2,4,6,1,,,,,,,,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,5,,,,,,,6,2,3,2,1,2,2,1,1,2,1,1,1,2,6,6,6,2,1,3,1,1,,,,4,,,,,,,,12,,,,,,,,,,,,,,10,,12,,14,,,1,1,7,4,3,5,5,2,2,6,4,6,6,3,2
1873,3,1,3,107.77.208.94,1,2,1,26,2,4,40,1,2,3,1,1,,,,,,,,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,,,6,1,4,2,1,1,3,3,1,6,2,2,1,2,6,6,2,2,1,1,1,1,1,,,,,6,,,,10,,,,,,,1,,,,,6,,8,9,,,,,,,,3,3,8,2,2,4,2,1,3,1,1,2,1,1,2
1877,1,2,1,66.87.81.130,1,1,1,39,1,1,32,1,2,5,1,1,,,,,,,,8,4,3,,2,,,,6,,,,,,,,1,,,,,,,,,,11,,,14,,1,1,,,,,,,,,,,6,2,1,2,1,3,1,1,2,2,3,1,1,1,4,4,2,2,1,2,1,1,1,,,4,,,,,,,,,,,,,,,3,,,6,,,,10,11,12,,,,,1,1,9,3,4,4,4,1,3,3,5,3,2,4,5
1882,1,2,3,107.77.218.109,1,1,1,44,3,5,37,1,2,6,1,1,,,,,,,7,,5,5,,,,,,,7,8,,,11,,,,,3,4,,,,,,,11,,13,14,,1,1,2,,,,,,,,,,6,2,3,4,1,1,2,1,2,3,2,3,2,2,2,5,5,5,3,3,3,3,,,,4,,,,,,10,,,13,,,,,,,4,,,,8,,10,11,12,,,,,3,3,5,5,3,4,4,2,2,2,3,2,2,2,4
1885,3,2,3,108.8.8.24,1,2,1,21,3,6,57,1,2,3,5,1,,,,,,,,8,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,4,,,3,1,4,1,5,1,1,1,6,1,1,2,6,1,6,6,5,3,3,3,3,,,,,,,,,,10,,,,,,,,,,,,,,,,10,,,,,,,3,3,8,6,6,6,3,1,3,3,6,2,6,6,3
1886,1,1,3,107.77.192.6,1,1,1,31,1,1,42,1,2,5,1,1,,,,,,,,8,6,4,,2,,,,,7,8,,10,,,,,2,3,4,,,,,,,11,12,,,,2,,,,,,,,,,,,,1,1,2,2,1,1,1,2,2,3,2,2,2,2,1,2,3,1,2,2,1,,,,4,,6,,,,10,,12,,14,,,,,,4,,6,,,,10,,12,,14,,,1,1,9,3,3,3,3,2,2,2,2,2,1,2,4
1890,1,2,3,96.86.0.46,1,2,1,47,3,6,30,2,2,5,4,2,,,,,,,,8,7,7,,2,3,,,6,,,,,,,,,2,3,,,,,,,,,,,14,,2,,,,,,,,,,,,,2,4,3,1,1,3,2,2,6,6,2,2,3,2,6,6,6,3,1,3,1,,,,4,,,,,,10,,,,,,,,,,4,,,,,,10,11,,,,,,3,3,5,5,4,4,4,1,6,6,3,6,6,6,6
1893,1,2,2,172.58.14.207,1,1,1,10,3,5,40,1,2,5,1,1,,,,,,,,8,6,7,,2,,,,6,7,8,,,,,,,,,,,,,,,,11,,13,14,,1,1,,,,,,,,3,,,,2,1,4,1,2,1,1,4,6,3,2,3,6,2,2,6,6,1,3,3,3,,,,4,,6,,,,10,11,12,,,,,,,,4,,,,,,,,,13,,,,1,1,8,2,2,2,2,1,1,2,1,1,2,1,3
1898,2,1,1,98.89.5.78,1,1,1,22,1,1,59,2,2,4,1,2,,,,,,,,8,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,3,1,1,2,3,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,,,,,,6,,,,,,12,,,,,,,,,,,,8,,,,12,,,,,1,3,10,2,2,1,1,2,2,2,1,2,6,6,2
1900,1,1,3,74.135.36.226,1,1,1,36,2,3,48,1,2,5,1,1,,,,,,6,,,4,4,,,,,,,,,9,10,,,,1,2,3,4,5,,,,9,10,,12,,14,,2,,,,,,,,,,,,,3,3,2,1,2,2,2,1,4,3,3,1,3,3,3,5,5,3,3,3,3,,,,4,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,3,2,2,4,2,3,4,3,3,3,2,3,2,4,4
1902,1,1,3,67.142.113.159,1,1,1,34,3,5,36,1,2,6,1,1,,,,,,,,8,4,3,1,2,3,,,6,,,,,,,,,,,4,,,,,,,,,13,14,,1,,2,,,,,1,,,,,,2,1,1,2,2,1,1,1,4,3,3,1,1,3,4,1,2,1,1,1,2,,2,,,,,,,,,,,13,,,,,,,,,,,,,,11,,13,,,,1,2,9,3,3,4,2,1,3,2,3,2,2,2,4
1904,1,2,1,24.247.103.124,1,1,1,23,2,3,34,1,2,6,1,1,,,,,,,7,,4,7,1,2,3,,,6,7,,9,10,,12,,1,2,3,,,,,,,,11,12,13,14,,1,1,,3,4,,,,,,,,6,2,1,1,1,1,1,2,1,3,2,2,1,4,2,3,2,2,2,1,3,2,,2,,4,,,,,,,,12,,14,,,,,,,,,,,,,,,,,,16,3,3,7,5,4,5,4,2,3,4,4,3,3,6,5
1905,1,2,3,50.161.55.144,1,1,1,5,4,7,42,1,2,5,1,1,,,,,,,,8,5,6,1,2,,4,,6,,,,10,11,,,1,2,3,,,,,,,,11,,13,14,,1,,,,4,,,,,,,,6,2,2,2,2,1,2,1,2,2,2,1,2,2,1,3,2,2,1,1,1,1,,,,4,,,,,,10,,12,,,,,,,,4,,6,,8,,10,11,12,,14,,,1,1,8,3,4,3,4,2,2,3,3,2,2,3,4
1907,1,1,1,192.171.18.138,1,1,1,5,4,7,37,1,2,5,1,1,,,,,,,,8,6,1,1,2,,,,6,,,,,,,,,,,4,,,,,,,,,13,,,1,,,,,,6,,2,,,,,1,2,1,1,3,2,1,1,2,1,1,1,1,2,1,2,3,1,1,1,1,1,2,3,,,,,,,,,12,,,,,,,3,,5,,,8,,,11,,,,,,1,1,10,5,1,1,1,1,1,3,1,1,6,2,1
1918,1,1,3,67.85.250.94,1,1,1,33,1,1,52,1,2,5,1,1,,,,,,6,,,6,4,,,3,4,,6,,,,,,,,1,,,,,,,,,,11,,,,,2,,,,,,,,,,,,,3,1,1,2,2,1,1,2,6,3,2,2,2,4,3,3,6,3,1,1,2,,,,4,,,,,,,,,,14,,,,,,4,,,,,,,,,,,,,3,3,8,5,4,4,4,3,3,3,6,3,2,3,4
1920,1,2,1,107.77.216.9,1,1,1,10,3,5,38,1,2,5,1,1,,,,,,,,8,4,4,,2,,,,6,,,,,11,12,,,,3,,,,,,,,,12,,,,1,,2,,,,,,,,,,6,2,2,1,2,2,2,2,1,3,3,2,2,2,3,3,3,2,2,1,1,2,,,,,,6,,,,,,,,14,,,,,3,,,,,8,9,10,11,12,,14,,,2,2,7,5,3,4,5,2,4,3,3,2,1,3,4
1921,1,1,2,67.167.48.33,1,1,1,14,2,3,37,1,2,5,1,1,,,,,,,,8,4,8,,,,,,,,,,,11,12,,1,2,3,,,,,8,9,10,11,12,13,14,,2,,,,,,,,,,,,,2,4,4,2,2,3,2,2,3,4,3,3,2,3,5,5,5,2,2,3,3,,,,4,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1,3,0,5,3,4,3,6,6,6,5,4,6,6,3
1925,1,1,2,47.208.138.198,1,1,1,5,4,7,46,1,2,5,1,1,,,,,,,,8,4,2,1,2,3,,5,6,7,,,,,,,1,2,3,,,,,8,9,,11,12,13,14,,1,,,,,5,,,,,,,6,1,1,3,2,1,1,1,2,2,1,1,2,1,1,1,5,5,1,1,1,1,1,,3,4,,6,,8,,10,11,12,,14,,,,,,,,6,7,8,9,10,11,12,13,,,,1,2,7,5,3,5,4,1,3,2,3,1,4,4,2
1932,1,2,3,67.197.18.122,1,1,1,41,3,5,30,1,2,6,1,1,,,,,,,,8,5,3,,2,,,,6,7,8,,,,,,,2,3,,,,,,9,,11,,13,,,2,,,,,,,,,,,,,2,1,2,2,2,1,1,1,3,2,1,1,1,2,4,3,2,2,1,1,2,,,,4,,6,,8,,,,,,14,,,,,,4,,,,,,10,11,,,,,,2,2,7,4,2,3,3,2,3,2,3,1,1,2,4
